species,specimen,id,region,catalog,SL,image_area,x,y,direction,diameter,angle,type,diameter_SL
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.626,4.285,ventral,0.088,-0.021,minute,0.001083344
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,2.796,3.629,ventral,0.088,-127.695,minute,0.001083344
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.098,2.468,ventral,0.088,-36.807,minute,0.000892948
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.161,4.527,ventral,0.088,-57.763,minute,0.000892948
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,3.766,3.606,ventral,0.088,-143.233,minute,0.000986879
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,5.376,1.259,ventral,0.088,-79.992,minute,0.000837059
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,6.459,3.125,lateral,0.088,NA,minute,0.000696643
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,4.673,2.927,ventral,0.088,-70.583,minute,0.001601747
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.491,4.801,ventral,0.088,-70.213,minute,0.001601747
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,3.066,2.478,ventral,0.088,-70.213,minute,0.001601747
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,0.632,3.562,ventral,0.088,-88.649,minute,0.000385914
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,5.216,1.777,ventral,0.088,-68.149,minute,0.00034875
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,3.628,1.389,ventral,0.088,-84.462,minute,0.001102342
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.162,3.213,ventral,0.088,-113.29,minute,0.001102342
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.23,3.387,ventral,0.088,-153.69,minute,0.001102342
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,4.727,1.5,ventral,0.088,-95.324,minute,0.001052128
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,3.017,2.109,ventral,0.088,-111.229,minute,0.002081362
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.893,2.629,ventral,0.088,-81.641,minute,0.000751302
Pgue,Pgue1,Pgue1_R1,R1,MCZ131481,95.69,24.818784,0.708,1.804,,0.088,NA,minute,0.000919636
Pgue,Pgue3,Pgue3_R3,R3,MCZ131481,102.3,34.134724,1.821,4.653,ventral,0.088,-83.66,minute,0.000860215
Pgue,Pgue3,Pgue3_R3,R3,MCZ131481,102.3,34.134724,3.001,4.724,ventral,0.088,-93.366,minute,0.000860215
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,2.462,4.625,ventral,0.088,-102.926,minute,0.000599292
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.968,1.424,ventral,0.087,-127.893,minute,0.001026791
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.568,3.45,ventral,0.087,-151.193,minute,0.001071033
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0,0,ventral,0.087,-116.799,minute,0.000882801
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,4.994,3.185,ventral,0.087,-97.257,minute,0.000975664
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.927,3.572,ventral,0.087,-66.371,minute,0.00069801
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,1.288,2.493,lateral,0.087,NA,minute,0.000688727
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,4.055,0.518,ventral,0.087,-102.935,minute,0.000688727
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,3.934,2.738,ventral,0.087,-76.923,minute,0.001583546
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.031,4.509,ventral,0.087,-100.552,minute,0.001583546
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.817,3.204,ventral,0.087,-76.923,minute,0.001583546
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,1.483,0.424,ventral,0.087,-92.015,minute,0.000381529
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.512,0.918,ventral,0.087,-92.015,minute,0.000381529
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.159,2.195,ventral,0.087,-112.571,minute,0.000381529
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,0.83,1.604,ventral,0.087,-85.644,minute,0.001040172
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.708,0.306,ventral,0.087,-105.214,minute,0.001040172
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,6.765,3.12,ventral,0.087,-88.351,minute,0.000742764
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.433,0.64,ventral,0.087,-133.397,minute,0.000761955
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.976,3.47,ventral,0.086,-93.366,minute,0.001532704
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.28,0.358,ventral,0.086,-90,minute,0.001532704
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.867,4.649,ventral,0.086,-86.634,minute,0.001750102
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.118,4.646,ventral,0.086,-90,minute,0.001750102
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.3,4.68,ventral,0.086,-90,minute,0.001750102
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.675,4.722,ventral,0.086,-96.71,minute,0.001750102
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.373,3.697,ventral,0.086,-135.099,minute,0.000790587
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.112,3.258,ventral,0.086,-172.695,minute,0.001058722
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.757,1.779,ventral,0.086,-159.508,minute,0.000872653
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.399,2.316,ventral,0.086,-150.548,minute,0.00096445
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.434,0.627,ventral,0.086,-133.358,minute,0.00096445
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,3.71,2.506,ventral,0.086,-132.251,minute,0.000377143
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,5.837,3.097,ventral,0.086,-54.303,minute,0.000340824
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,0.158,1.624,ventral,0.086,-133.854,minute,0.000734227
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,6.008,4.62,ventral,0.086,-124.261,minute,0.000734227
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.056,4.011,ventral,0.086,-78.343,minute,0.000734227
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,5.763,1.089,ventral,0.086,-123.748,minute,0.001539839
Ncap,Ncap2,Ncap2_R2,R2,MCZ132798,118.27,36.737701,2.258,2.319,ventral,0.086,-76.965,minute,0.00072715
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.731,2.498,dorsal,0.085,47.49,minute,0.00177453
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.709,1.972,ventral,0.085,-67.086,minute,0.001003187
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.242,2.544,ventral,0.085,-106.531,minute,0.001003187
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.478,0.138,ventral,0.085,-147.364,minute,0.000781394
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,2.554,0.148,ventral,0.085,-169.377,minute,0.001046411
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,2.9,2.893,ventral,0.085,-0.021,minute,0.001046411
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.42,1.829,ventral,0.085,-174.064,minute,0.000862506
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.296,0.793,ventral,0.085,-104.036,minute,0.000681964
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,0.83,2.648,ventral,0.085,-109.369,minute,0.000372758
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,6.332,1.571,ventral,0.085,-96.419,minute,0.000307259
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.519,0.054,ventral,0.085,-91.414,minute,0.00101626
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,4.771,1.866,ventral,0.085,-66.496,minute,0.00101626
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.748,1.565,ventral,0.085,-94.909,minute,0.00101626
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.691,2.481,ventral,0.085,-55.616,minute,0.000725689
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,4.542,2.942,ventral,0.085,-81.641,minute,0.000725689
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,4.858,4.028,ventral,0.085,-70.997,minute,0.000725689
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,4.523,4.845,ventral,0.085,-103.008,minute,0.000801358
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,4.908,3.36,ventral,0.085,-113.031,minute,0.000744439
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.195,0.434,ventral,0.084,-79.992,minute,0.001497059
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.445,1.452,ventral,0.084,-100.008,minute,0.001709402
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.367,3.424,ventral,0.084,-6.731,minute,0.001034101
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.133,4.186,ventral,0.084,-146.495,minute,0.001034101
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.102,4.231,ventral,0.084,-136.967,minute,0.001034101
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.645,3.424,ventral,0.084,-154.368,minute,0.000852359
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,6.297,3.33,ventral,0.084,-73.557,minute,0.001528941
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,5.709,3.798,ventral,0.084,-70.213,minute,0.001528941
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.935,3.604,ventral,0.084,-76.923,minute,0.001528941
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,3.939,4.468,ventral,0.084,-120.087,minute,0.000368373
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,0.918,5.043,ventral,0.084,-90,minute,0.000678569
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,5.489,1.75,ventral,0.084,-74.859,minute,0.000332897
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.435,1.207,ventral,0.084,-51.801,minute,0.001052236
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.465,2.549,ventral,0.084,-172.431,minute,0.001052236
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.738,1.523,ventral,0.084,-98.458,minute,0.001004304
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,2.707,4.139,,0.084,NA,minute,0.000384176
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,2.253,4.488,ventral,0.084,-110.225,minute,0.000717152
Pgue,Pgue3,Pgue3_R2,R2,MCZ131481,102.3,32.44416,5.473,2.571,ventral,0.084,-130.236,minute,0.000821114
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,1.281,5.088,ventral,0.084,-122.745,minute,0.00079193
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,3.508,3.26,ventral,0.084,-93.366,minute,0.001262778
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,3.683,3.673,ventral,0.084,-110.556,minute,0.001262778
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,2.759,2.966,ventral,0.084,-123.522,minute,0.000735681
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,5.509,4.591,ventral,0.084,-99.56,minute,0.000572051
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.894,2.436,ventral,0.083,-90,minute,0.001732777
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.207,4.228,ventral,0.083,-90,minute,0.001732777
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.747,1.585,ventral,0.083,-166.063,minute,0.000763008
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.534,0.121,ventral,0.083,-159.543,minute,0.000763008
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.729,3.175,ventral,0.083,-159.543,minute,0.000763008
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.257,2.142,ventral,0.083,-158.659,minute,0.00102179
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.46,2.323,ventral,0.083,-153.996,minute,0.00102179
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.153,0.05,ventral,0.083,-159.309,minute,0.000842212
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.382,1.483,ventral,0.083,-59.534,minute,0.000842212
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.978,0.606,ventral,0.083,-137.117,minute,0.000930806
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.678,4.892,ventral,0.083,-106.668,minute,0.001510739
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.165,2.092,ventral,0.083,-89.093,minute,0.000300029
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.28,1.879,ventral,0.083,-72.51,minute,0.001039709
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.706,2.775,ventral,0.083,-105.964,minute,0.001039709
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.49,2.896,ventral,0.083,-105.964,minute,0.001039709
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,3.214,1.183,ventral,0.083,-118.096,minute,0.000708614
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,4.23,4.095,ventral,0.083,-74.315,minute,0.000708614
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,6.929,1.173,ventral,0.083,-135.524,minute,0.001486124
Pgue,Pgue3,Pgue3_R3,R3,MCZ131481,102.3,34.134724,4.953,4.292,ventral,0.083,-122.735,minute,0.000811339
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.638,3.598,ventral,0.082,-90,minute,0.001461415
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.087,0.215,ventral,0.082,-71.664,minute,0.000753815
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.724,4.828,ventral,0.082,-17.351,minute,0.001009479
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,6.38,1.355,ventral,0.082,-65.56,minute,0.000296414
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,5.56,2.033,ventral,0.082,-96.004,minute,0.000296414
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,1.258,4.606,ventral,0.082,-92.509,minute,0.000296414
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,5.833,1.927,ventral,0.082,-99.887,minute,0.001468218
Pgue,Pgue5,Pgue5_R3,R3,MCZ131477,106.07,36.592398,3.903,4.822,ventral,0.082,-100.125,minute,0.000773074
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,3.066,2.812,ventral,0.082,-100.62,minute,0.001232712
Sboa,Sboa1,Sboa1_R1,R1,MCZ129188,161.74,36.410932,2.179,3.209,ventral,0.082,-99.576,minute,0.000506987
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,4.337,3.103,ventral,0.081,-108.574,minute,0.000888353
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.178,2.383,lateral,0.081,NA,minute,0.001691023
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.643,3.982,ventral,0.081,-97.125,minute,0.001691023
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.469,0.056,ventral,0.081,-93.576,minute,0.001443593
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.879,3.18,ventral,0.081,-93.576,minute,0.001443593
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.894,3.216,ventral,0.081,-86.424,minute,0.001443593
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.663,1.336,ventral,0.081,-16.946,minute,0.000955978
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.599,3.48,ventral,0.081,-135.099,minute,0.000744622
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.826,1.506,ventral,0.081,-179.606,minute,0.000997169
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.835,4.297,ventral,0.081,-3.155,minute,0.000997169
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.939,1.839,ventral,0.081,-131.73,minute,0.000821918
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.996,2.35,ventral,0.081,-177.054,minute,0.000821918
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,6.61,1.734,ventral,0.081,-68.199,minute,0.000770475
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,3.32,1.413,ventral,0.081,-93.576,minute,0.000770475
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,4.028,4.982,ventral,0.081,-93.576,minute,0.000649872
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.11,4.952,ventral,0.081,-97.125,minute,0.000649872
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,0.716,3.159,lateral,0.081,NA,minute,0.000641229
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.15,5.03,ventral,0.081,-84.048,minute,0.001474336
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.965,3.829,ventral,0.081,-84.048,minute,0.001474336
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,0.995,2.562,ventral,0.081,-69.798,minute,0.001474336
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.815,1.615,ventral,0.081,-103.129,minute,0.000292799
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,3.399,2.301,ventral,0.081,-103.129,minute,0.000292799
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.526,2.509,ventral,0.081,-110.254,minute,0.000292799
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.667,1.681,ventral,0.081,-103.129,minute,0.000292799
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,2.666,2.543,ventral,0.081,-78.435,minute,0.000321008
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,2.313,1.866,ventral,0.081,-78.435,minute,0.000321008
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,4.816,2.194,ventral,0.081,-74.859,minute,0.000321008
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.291,2.041,ventral,0.081,-127.125,minute,0.001014656
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.284,0.498,ventral,0.081,-94.909,minute,0.000968436
Mbar,Mbar1,Mbar1_R2,R2,MCZ132342,247.86,31.273812,0.384,2.781,,0.081,NA,minute,0.000326797
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,4.63,4.258,ventral,0.081,-94.599,minute,0.000326797
Ncap,Ncap2,Ncap2_R2,R2,MCZ132798,118.27,36.737701,5.243,3.699,ventral,0.081,-93.945,minute,0.000684874
Pgue,Pgue1,Pgue1_R1,R1,MCZ131481,95.69,24.818784,1.733,1.979,,0.081,NA,minute,0.000846483
Pgue,Pgue2,Pgue2_R1,R1,MCZ131481,95.75,34.99393,2.266,2.354,ventral,0.081,-106.124,minute,0.000845953
Pmic,Pmic1,Pmic1_R3,R3,MCZ53256,170.82,36.374322,1.828,1.743,ventral,0.081,-90.851,minute,0.000474183
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,1.725,2.145,ventral,0.081,-75.607,minute,0.001218045
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,5.437,1.701,ventral,0.081,-82.759,minute,0.001218045
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,5.487,2.727,ventral,0.081,-79.183,minute,0.001218045
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,3.793,4.631,ventral,0.081,-100.395,minute,0.001218045
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,4.292,3.374,ventral,0.081,-90,minute,0.001217679
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,2.601,2.791,ventral,0.081,-149.901,minute,0.000709406
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.204,2.185,ventral,0.08,-82.875,minute,0.001670146
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.43,0.653,ventral,0.08,-93.576,minute,0.001425771
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,0.153,2.452,ventral,0.08,-50.194,minute,0.001628002
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.151,0.66,ventral,0.08,-158.213,minute,0.000944176
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.822,0.595,ventral,0.08,-164.93,minute,0.000984858
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.611,2.459,ventral,0.08,-164.93,minute,0.000984858
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.152,2.064,ventral,0.08,-152.036,minute,0.000984858
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.577,1.658,ventral,0.08,-138.6,minute,0.000811771
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.056,3.184,ventral,0.08,-172.104,minute,0.000811771
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.5,1.1,ventral,0.08,-137.117,minute,0.000897163
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,6.785,4.934,ventral,0.08,-60.255,minute,0.000760963
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,4.959,2.51,ventral,0.08,-21.618,minute,0.001456134
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,0,0,ventral,0.08,-121.76,minute,0.000350831
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,6.508,3.648,ventral,0.08,-70.394,minute,0.000289184
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,1.701,3.747,ventral,0.08,-94.466,minute,0.000303295
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,6.896,3.029,ventral,0.08,-98.058,minute,0.000317045
Pgue,Pgue2,Pgue2_R3,R3,MCZ131481,95.75,28.476474,4.56,3.753,ventral,0.08,-116.565,minute,0.000835509
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.381,3.929,dorsal,0.079,86.424,minute,0.001649269
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,5.482,3.327,ventral,0.079,-93.576,minute,0.001407949
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,1.679,4.37,ventral,0.079,-86.424,minute,0.001607652
Anig,Anig3,Anig3_R2,R2,MCZ52845,49.14,14.598325,2.65,3.047,ventral,0.079,-97.125,minute,0.001607652
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.12,2.164,ventral,0.079,-178.511,minute,0.000932373
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.575,2.761,ventral,0.079,-119.475,minute,0.000932373
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.702,1.753,ventral,0.079,-168.789,minute,0.000726236
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.873,0.787,ventral,0.079,-168.296,minute,0.000972547
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.016,0.827,ventral,0.079,-156.605,minute,0.000801624
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,3.508,3.289,ventral,0.079,-118.682,minute,0.000885948
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.764,4.734,ventral,0.079,-88.233,minute,0.001437932
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,3.117,1.18,ventral,0.079,-24.665,minute,0.000313082
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.002,1.957,ventral,0.079,-90.724,minute,0.000944524
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.11,0.983,ventral,0.079,-64.465,minute,0.000944524
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,2.313,2.335,ventral,0.079,-104.58,minute,0.00118797
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.02,1.513,lateral,0.078,NA,minute,0.001628392
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.622,5.014,ventral,0.078,-86.186,minute,0.001628392
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.426,2.839,ventral,0.078,-16.946,minute,0.000920571
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.094,2.053,ventral,0.078,-7.224,minute,0.000717044
