species,specimen,id,region,catalog,SL,image_area,x,y,direction,diameter,angle,type,diameter_SL
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.999,0.737,ventral,0.078,-156.9,minute,0.000717044
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.666,1.214,ventral,0.078,-177.054,minute,0.000791476
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,6.244,5.179,ventral,0.078,-126.178,minute,0.000874734
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,4.066,1.816,ventral,0.078,-126.178,minute,0.000874734
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,1.991,4.581,ventral,0.078,-90,minute,0.000625802
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,6.082,4.144,ventral,0.078,-121.923,minute,0.001419731
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.99,3.433,ventral,0.078,-69.328,minute,0.001419731
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.992,2.461,ventral,0.078,-118.58,minute,0.00034206
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.515,2.95,ventral,0.078,-106.943,minute,0.000281955
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,1.794,3.021,ventral,0.078,-103.129,minute,0.000281955
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.529,1.13,ventral,0.078,-91.414,minute,0.000932568
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.242,2.511,ventral,0.078,-75.185,minute,0.001844844
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,2.69,3.423,ventral,0.078,-79.879,minute,0.000314694
Mbar,Mbar3,Mbar3_R3,R3,MCZ132343,225.67,36.435,6.855,1.629,lateral,0.078,NA,minute,0.000345637
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,5.961,2.582,ventral,0.078,-142.115,minute,0.001396598
Pmic,Pmic1,Pmic1_R3,R3,MCZ53256,170.82,36.374322,1.878,0.843,ventral,0.078,-87.037,minute,0.000456621
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,4.425,2.481,ventral,0.078,-72.058,minute,0.001172932
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.373,1.987,ventral,0.077,-143.13,minute,0.001607516
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.555,0.639,ventral,0.077,-78.69,minute,0.001372304
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.178,1.137,ventral,0.077,-123.02,minute,0.000908769
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.494,2.396,ventral,0.077,-99.821,minute,0.000908769
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.218,1.689,ventral,0.077,-0.099,minute,0.000707851
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.751,3.967,ventral,0.077,-171.8,minute,0.000947926
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.79,4.885,ventral,0.077,-149.861,minute,0.000947926
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.199,0.528,ventral,0.077,-133.601,minute,0.000947926
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.034,2.69,ventral,0.077,-153.669,minute,0.000781329
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.971,1.481,ventral,0.077,-137.587,minute,0.000863519
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,2.852,1.087,ventral,0.077,-58.392,minute,0.000732427
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,6.755,3.428,ventral,0.077,-61.992,minute,0.001401529
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,4.11,4.29,ventral,0.077,-95.591,minute,0.000337675
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.211,2.06,ventral,0.077,-88.198,minute,0.00027834
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,4.051,2.493,ventral,0.077,-50.685,minute,0.000291921
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,2.764,1.748,ventral,0.077,-78.673,minute,0.000305156
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.311,0.82,ventral,0.077,-156.87,minute,0.00096455
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.783,2.56,ventral,0.077,-135.945,minute,0.00096455
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,5.057,0.598,ventral,0.077,-105.848,minute,0.000920612
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,3.937,0.471,ventral,0.077,-87.103,minute,0.000920612
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.382,1.246,ventral,0.077,-48.904,minute,0.000920612
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.106,3.052,ventral,0.077,-91.263,minute,0.001821192
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,1.146,3.547,,0.077,NA,minute,0.000352161
Mbar,Mbar2,Mbar2_R2,R2,MCZ163113,218.65,34.369917,2.549,4.199,,0.077,NA,minute,0.000352161
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,5.595,3.429,ventral,0.077,-106.649,minute,0.000657389
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,3.228,4.092,ventral,0.077,-84.537,minute,0.000657389
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,6.536,2.118,ventral,0.077,-79.183,minute,0.001157895
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,5.322,3.833,ventral,0.077,-90,minute,0.001157547
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,1.041,3.529,ventral,0.077,-90,minute,0.000476073
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.981,1.16,ventral,0.076,-135,minute,0.001586639
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.501,0.111,ventral,0.076,-82.405,minute,0.001586639
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,6.228,3.369,ventral,0.076,-93.814,minute,0.001354482
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,2.477,0.495,ventral,0.076,-178.511,minute,0.000896967
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.208,2.154,ventral,0.076,-177.726,minute,0.000896967
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.808,2.169,ventral,0.076,-144.457,minute,0.000935615
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.56,0.582,ventral,0.076,-166.993,minute,0.000771182
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.226,3.191,ventral,0.076,-164.525,minute,0.000771182
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,4.326,4.192,ventral,0.076,-63.435,minute,0.000609756
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,3.043,1.405,ventral,0.076,-63.549,minute,0.000301193
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,5.341,1.542,ventral,0.076,-55.205,minute,0.000301193
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.684,1.886,ventral,0.076,-54.308,minute,0.000908656
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,2.155,2.017,ventral,0.076,-78.835,minute,0.000908656
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.267,2.612,ventral,0.076,-126.447,minute,0.00179754
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.972,2.093,ventral,0.075,-178.511,minute,0.000885165
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,3.012,1.087,ventral,0.075,-7.694,minute,0.000689465
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.359,0.78,ventral,0.075,-149.861,minute,0.000923304
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.99,1.18,ventral,0.075,-169.929,minute,0.000761035
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,5.878,4.022,ventral,0.075,-47.726,minute,0.000601733
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,1.915,2.166,ventral,0.075,-91.819,minute,0.00027111
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,2.068,2.574,ventral,0.075,-68.335,minute,0.000284339
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,0.629,1.338,ventral,0.075,-63.549,minute,0.00029723
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.65,2.29,ventral,0.075,-128.13,minute,0.000939496
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.23,2.782,ventral,0.075,-148.301,minute,0.000939496
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,1.883,0.787,ventral,0.075,-90.724,minute,0.0008967
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,5.268,4.045,ventral,0.075,-51.932,minute,0.000343014
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,0.064,1.493,ventral,0.075,-77.041,minute,0.000640314
Sboa,Sboa1,Sboa1_R2,R2,MCZ129188,161.74,31.986293,1.196,3.793,ventral,0.075,-97.595,minute,0.000463707
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.756,0.572,ventral,0.074,-143.229,minute,0.000680272
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,0.609,2.701,ventral,0.074,-137.825,minute,0.000680272
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.89,2.444,ventral,0.074,-10.545,minute,0.000910993
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.564,3.68,ventral,0.074,-26.385,minute,0.000910993
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.366,0.578,ventral,0.074,-156.088,minute,0.000750888
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.392,1.032,ventral,0.074,-159.073,minute,0.000750888
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,3.097,4.337,ventral,0.074,-26.799,minute,0.000750888
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,3.983,3.827,ventral,0.074,-114.047,minute,0.000829876
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,6.869,4.126,ventral,0.074,-137.726,minute,0.00059371
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.423,4.624,ventral,0.074,-105.945,minute,0.00059371
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.056,2.226,ventral,0.074,-85.053,minute,0.001346924
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,0.931,3.392,ventral,0.074,-76.923,minute,0.001346924
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.816,3.016,ventral,0.074,-76.923,minute,0.001346924
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.024,1.042,ventral,0.074,-63.714,minute,0.000324519
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,5.744,4.082,ventral,0.074,-95.829,minute,0.000324519
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,4.672,3.033,ventral,0.074,-78.673,minute,0.000293267
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,4.464,1.706,ventral,0.074,-58.129,minute,0.000267496
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,2.812,4.279,ventral,0.074,-69.439,minute,0.000267496
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.623,3.882,ventral,0.074,-75,minute,0.00092697
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,4.727,4.332,ventral,0.074,-96.801,minute,0.00092697
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,3.907,3.922,ventral,0.074,-123.814,minute,0.00092697
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,0.945,2.357,ventral,0.074,-82.38,minute,0.000884744
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,6.181,3.297,ventral,0.074,-75.185,minute,0.001750237
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,1.832,1.974,ventral,0.074,-114.039,minute,0.000631777
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,4.441,4.519,ventral,0.074,-129.879,minute,0.000631777
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,0.299,1.251,ventral,0.074,-84.537,minute,0.000631777
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,3.386,3.218,lateral,0.074,NA,minute,0.000631777
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,2.021,2.797,ventral,0.074,-88.351,minute,0.000631777
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.036,3.557,ventral,0.074,-43.351,minute,0.000631777
Pmic,Pmic2,Pmic2_R1,R1,MCZ58801,66.5,26.188785,1.237,1.805,ventral,0.074,-79.183,minute,0.001112782
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,1.923,2.93,ventral,0.074,-90,minute,0.001112447
Pmic,Pmic3,Pmic3_R1,R1,MCZ70579,66.52,16.535064,1.812,3.421,ventral,0.074,-93.814,minute,0.001112447
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,2.58,2.592,ventral,0.074,-116.07,minute,0.000648099
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.763,3.759,ventral,0.073,-177.726,minute,0.00086156
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,1.178,1.161,ventral,0.073,-12.194,minute,0.000671079
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.894,3.838,ventral,0.073,-146.409,minute,0.000671079
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.068,1.194,ventral,0.073,-170.786,minute,0.000898683
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.361,3.196,ventral,0.073,-22.676,minute,0.000898683
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.311,1.388,ventral,0.073,-134.078,minute,0.000818661
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.1,0.529,ventral,0.073,-129.992,minute,0.000818661
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.876,3.103,ventral,0.073,-60.978,minute,0.001328722
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,6.381,0.79,ventral,0.073,-86.089,minute,0.000872788
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,5.379,4.243,ventral,0.073,-94.28,minute,0.000623239
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,1.093,1.345,ventral,0.073,-122.041,minute,0.000623239
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,4.552,2.29,ventral,0.073,-98.412,minute,0.001307073
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,2.96,2.93,ventral,0.073,-94.086,minute,0.001097414
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,0.622,2.839,ventral,0.072,-70.485,minute,0.000789647
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.798,1.686,ventral,0.072,-164.055,minute,0.001503132
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.685,2.279,ventral,0.072,-98.13,minute,0.001503132
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.446,1.196,ventral,0.072,-90,minute,0.001283194
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,2.669,1.514,ventral,0.072,-159.061,minute,0.000661886
Bmet,Bmet2,Bmet2_R2,R2,MCZ84813,108.78,16.361625,4.023,1.827,ventral,0.072,-126.969,minute,0.000661886
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.023,3.851,ventral,0.072,-27.769,minute,0.000886372
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.615,2.813,ventral,0.072,-134.078,minute,0.000807446
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,5.706,1.388,ventral,0.072,-145.937,minute,0.000807446
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,0.179,2.01,ventral,0.072,-58.129,minute,0.000260266
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,3.917,3.061,ventral,0.072,-69.289,minute,0.000901917
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,6.321,1.066,ventral,0.072,-10.446,minute,0.000614702
Pmic,Pmic3,Pmic3_R2,R2,MCZ70579,66.52,36.575,2.796,3.308,ventral,0.072,-65.225,minute,0.001082381
Fbou,Fbou3,Fbou3_R3,R3,MCZ70492,91.18,24.443771,1.247,3.051,ventral,0.071,-90.139,minute,0.00077868
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,5.466,2.988,ventral,0.071,-85.914,minute,0.001482255
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,4.354,4.532,ventral,0.071,-85.914,minute,0.001482255
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.855,1.08,ventral,0.071,-98.13,minute,0.001265372
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,1.774,0.357,ventral,0.071,-17.951,minute,0.000837956
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,3.089,1.858,ventral,0.071,-9.821,minute,0.000837956
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.081,2.926,ventral,0.071,-130.077,minute,0.000837956
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.963,4.868,ventral,0.071,-165.693,minute,0.000874061
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.481,1.994,ventral,0.071,-176.543,minute,0.000720446
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,0.511,4.717,ventral,0.071,-120.885,minute,0.000720446
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,2.195,4.838,ventral,0.071,-74.525,minute,0.000720446
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,3.606,3.483,ventral,0.071,-142.987,minute,0.000796232
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,6.088,1.575,ventral,0.071,-50.711,minute,0.000675354
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,4.367,4.748,ventral,0.071,-120.256,minute,0.000569641
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,3.168,4.354,ventral,0.071,-63.435,minute,0.000569641
Cpli,Cpli3,Cpli3_R2,R2,MCZ132707,124.64,27.00343,2.193,4.349,ventral,0.071,-72.897,minute,0.000569641
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,3.392,3.261,lateral,0.071,NA,minute,0.000562065
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.089,4.633,ventral,0.071,-96.577,minute,0.001292319
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,1.974,3.618,ventral,0.071,-72.837,minute,0.001292319
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.612,0.316,ventral,0.071,-83.885,minute,0.000311363
Fbou,Fbou1,Fbou1_R3,R3,MCZ70491,228.03,22.664012,2.791,0.891,ventral,0.071,-92.015,minute,0.000311363
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,6.267,4.583,ventral,0.071,-81.87,minute,0.000573552
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,0.588,2.774,ventral,0.071,-82.989,minute,0.000281378
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,0.152,3.089,ventral,0.071,-94.999,minute,0.000256651
Ifas,Ifas1,Ifas1_R3,R3,MCZ149522,276.64,22.06386,0.395,3.335,ventral,0.071,-103.129,minute,0.000256651
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,2.189,2.303,ventral,0.071,-55.655,minute,0.000269174
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,1.755,2.927,ventral,0.071,-76.344,minute,0.000269174
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,5.635,3.399,ventral,0.071,-88.56,minute,0.000269174
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,5.158,3.73,ventral,0.071,-80.43,minute,0.000269174
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,4.823,2.737,ventral,0.071,-82.989,minute,0.000281378
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,6.634,2.354,ventral,0.071,-70.773,minute,0.000281378
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,6.247,2.488,ventral,0.071,-74.859,minute,0.000281378
Ifas,Ifas3,Ifas3_R3,R3,MCZ149616,252.33,25.697,6.701,2.592,ventral,0.071,-101.424,minute,0.000281378
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,3.561,3.655,ventral,0.071,-89.744,minute,0.00088939
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,4.129,0.558,ventral,0.071,-68.344,minute,0.000848876
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,5.16,2.417,ventral,0.071,-102.969,minute,0.001679281
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,0.296,3.214,dorsal,0.071,95.681,minute,0.00032472
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,0.484,3.362,lateral,0.071,NA,minute,0.000286452
Mbar,Mbar1,Mbar1_R3,R3,MCZ132342,247.86,35.00487,4.788,2.999,ventral,0.071,-62.699,minute,0.000286452
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,4.014,0.921,ventral,0.071,-80.233,minute,0.00032472
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,0.891,2.128,ventral,0.071,-110.225,minute,0.000606164
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,2.949,0.215,ventral,0.071,-118.355,minute,0.000606164
Mbar,Mbar4,Mbar4_R2,R2,MCZ64833,117.13,36.587376,6.65,4.579,ventral,0.071,-140.481,minute,0.000606164
Mbar,Mbar4,Mbar4_R3,R3,MCZ64833,117.13,28.763,0.578,4.589,ventral,0.071,-67.313,minute,0.000606164
Ncap,Ncap1,Ncap1_R2,R2,MCZ132795,55.85,25.607355,4.488,2.659,ventral,0.071,-114.593,minute,0.001271262
Pgue,Pgue1,Pgue1_R1,R1,MCZ131481,95.69,24.818784,4.365,1.702,,0.071,NA,minute,0.000741979
Pmic,Pmic2,Pmic2_R2,R2,MCZ58801,66.5,19.096749,3.81,3.001,ventral,0.071,-118.045,minute,0.001067669
Sboa,Sboa3,Sboa3_R1,R1,MCZ129188,114.18,36.713055,5.002,3.118,ventral,0.071,-120.156,minute,0.000621825
Sboa,Sboa4,Sboa4_R2,R2,MCZ129188,146.84,35.890031,5.691,4.608,ventral,0.071,-95.474,minute,0.000483519
Anig,Anig2,Anig2_R2,R2,MCZ52845,56.11,16.327406,4.392,3.949,ventral,0.07,-94.399,minute,0.001247549
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,4.747,2.933,ventral,0.07,-130.421,minute,0.000861751
Ebar,Ebar2,Ebar2_R3,R3,MCZ148300,126.32,35.724308,5.81,0.467,ventral,0.07,-57.76,minute,0.000554148
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,5.793,0.867,ventral,0.07,-47.103,minute,0.000876863
Lgla,Lgla1,Lgla1_R2,R2,MCZ89460,79.83,14.73827,6.882,3.134,ventral,0.07,-104.055,minute,0.000876863
Tden,Tden3,Tden3_R2,R2,MCZ96771,60.34,14.969294,0.712,0.84,ventral,0.07,-15.945,minute,0.001160093
Anig,Anig1,Anig1_R2,R2,MCZ52845,47.9,24.555973,6.089,2.607,ventral,0.069,-120.256,minute,0.001440501
Bmet,Bmet1,Bmet1_R2,R2,MCZ84817,84.73,13.549068,0.929,2.258,ventral,0.069,-45.848,minute,0.000814351
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,6.153,1.049,ventral,0.069,-23.834,minute,0.00084944
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,5.265,1.688,ventral,0.069,-174.636,minute,0.00084944
Bmet,Bmet3,Bmet3_R2,R2,MCZ84813,81.23,23.182992,3.421,1.378,ventral,0.069,-83.736,minute,0.00084944
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,1.711,3.231,ventral,0.069,-137.837,minute,0.000700152
Bmet,Bmet4,Bmet4_R2,R2,MCZ101656,98.55,27.227524,4.208,2.661,ventral,0.069,-158.786,minute,0.000700152
Cpli,Cpli1,Cpli1_R2,R2,MCZ70487,89.17,19.061665,3.748,2.225,ventral,0.069,-129.992,minute,0.000773803
Cpli,Cpli2,Cpli2_R2,R2,MCZ132708,105.13,21.22857,4.571,0.581,ventral,0.069,-65.225,minute,0.00065633
Ebar,Ebar4,Ebar4_R3,R3,MCZ148300,54.94,19.42824,2.902,4.855,ventral,0.069,-85.669,minute,0.001255916
Fbou,Fbou2,Fbou2_R3,R3,MCZ53252,123.79,32.925747,6.17,4.482,ventral,0.069,-48.013,minute,0.000557396
Ifas,Ifas2,Ifas2_R3,R3,MCZ149524,263.77,24.869376,3.692,2.933,ventral,0.069,-63.327,minute,0.000261592
Lgla,Lgla2,Lgla2_R2,R2,MCZ98460,83.64,18.395368,3.954,2.101,ventral,0.069,-84.931,minute,0.000824964
Lgla,Lgla3,Lgla3_R2,R2,MCZ89460,42.28,16.116873,4.114,3.983,ventral,0.069,-86.709,minute,0.001631977
Mbar,Mbar2,Mbar2_R3,R3,MCZ163113,218.65,36.56124,1.994,4.041,dorsal,0.069,112.762,minute,0.000315573
